iata,name,city,state,country,latitude,longitude
00AA,AERO B RANCH,LEOTI,KS,USA,38.70402222,-101.47391111
00AK,LOWELL FLD,ANCHOR POINT,AK,USA,59.94888888,-151.69222222
00AL,EPPS AIRPARK,HARVEST,AL,USA,34.86481027,-86.7702775
00AN,KATMAI LODGE,KING SALMON,AK,USA,59.09347222,-156.45583333
00AR,ARLAND,BENNINGTON,KS,USA,38.96965108,-97.60155661
00AS,FULTON,ALEX,OK,USA,34.94280277,-97.81801944
00C,ANIMAS AIR PARK,DURANGO,CO,USA,37.20317833,-107.86919527
00CA,GOLDSTONE /GTS/,BARSTOW,CA,USA,35.35497222,-116.88520833
00CL,WILLIAMS AG,BIGGS,CA,USA,39.42718888,-121.76342777
00F,BROADUS,BROADUS,MT,USA,45.47047222,-105.45713888
00FA,GRASS PATCH,BUSHNELL,FL,USA,28.64554722,-82.218975
00FL,RIVER OAK,OKEECHOBEE,FL,USA,27.23087972,-80.96923055
00GA,LT WORLD,LITHONIA,GA,USA,33.7675,-84.06833333
00ID,DELTA SHORES,CLARK FORK,ID,USA,48.14527777,-116.21444444
00IG,GOLTL,MCDONALD,KS,USA,39.72402777,-101.39599444
00IL,HAMMER,POLO,IL,USA,41.97836333,-89.56038833
00IS,HAYENGA'S CANT FIND FARMS,KINGS,IL,USA,40.025595,-89.12286472
00KS,HAYDEN FARM,GARDNER,KS,USA,38.72778666,-94.93051972
00KY,ROBBINS ROOST,STANFORD,KY,USA,37.40944444,-84.61972222
00LS,LEJEUNE,ESTERWOOD,LA,USA,30.13627777,-92.42936111
00M,THIGPEN FLD,BAY SPRINGS,MS,USA,31.95375,-89.23533333
00MD,SLATER FLD,FEDERALSBURG,MD,USA,38.75705777,-75.75382083
00MN,BATTLE LAKE MUNI,BATTLE LAKE,MN,USA,46.29996027,-95.70032416
00MO,COOPER FLYING SERVICE,ALBA,MO,USA,37.20283472,-94.41244777
00N,BUCKS,BRIDGETON,NJ,USA,39.47373919,-75.18456752
00NC,NORTH RALEIGH,LOUISBURG,NC,USA,36.08515027,-78.37138555
00NY,WEISS AIRFIELD,WEST BLOOMFIELD,NY,USA,42.89586111,-77.49516111
00OK,GULL BAY LANDING,SANDSPRINGS,OK,USA,36.198918,-96.217682
00PN,FERRELL FLD,MERCER,PA,USA,41.2995,-80.21111111
00R,LIVINGSTON MUNI,LIVINGSTON,TX,USA,30.68586111,-95.01791666
00S,MC KENZIE BRIDGE STATE,MC KENZIE BRIDGE,OR,USA,44.18155555,-122.08555555
00SC,FLYING O,SUMTER,SC,USA,34.00944444,-80.26722222
00SD,HOMAN FLD,GARY,SD,USA,44.80915833,-96.49889722
00TN,THOMPSON FARMS,LEBANON,TN,USA,36.12045105,-86.35953227
00TS,ALPINE RANGE,EVERMAN,TX,USA,32.60793888,-97.24232222
00TT,NOWHERE,GOODLETT,TX,USA,34.516606,-99.9369405
00TX,DELVA FLD,VAN,TX,USA,32.544452,-95.67313
00U,BIG HORN COUNTY,HARDIN,MT,USA,45.74438888,-107.66044444
00VA,VAUGHAN,ALTON,VA,USA,36.576,-78.99916666
00VI,GROUNDHOG MOUNTAIN,HILLSVILLE,VA,USA,36.66333333,-80.4995
00W,LOWER GRANITE STATE,COLFAX,WA,USA,46.67275,-117.44166666
00WA,HOWELL,LONGBRANCH,WA,USA,47.17843055,-122.7718
00WI,NORTHERN LITE,WAUPACA,WI,USA,44.304285,-89.05011361
00WN,HAWKS RUN,ASOTIN,WA,USA,46.25,-117.249
00WV,LAZY J AERODROME,BEVERLY,WV,USA,38.82888888,-79.86611111
00XA,WEESKI RANCH,HEMPSTEAD,TX,USA,30.2240375,-96.01415277
01A,PURKEYPILE,PURKEYPILE,AK,USA,62.94075555,-152.26960972
01AA,DONLIN CREEK,CROOKED CREEK,AK,USA,62.03242277,-158.23623166
01AL,WARE ISLAND,CLANTON,AL,USA,32.94595611,-86.51386833
01AN,MC HONE HEIGHTS,WASILLA,AK,USA,61.64902777,-149.33902777
01CL,SWANSBORO COUNTRY,PLACERVILLE,CA,USA,38.79990222,-120.73437555
01CN,COLEMAN HOMESTEAD,TALKEETNA,AK,USA,62.10698194,-150.10929861
01FA,RYBOLT RANCH,ORLANDO,FL,USA,28.58944361,-81.14423027
01FL,CEDAR KNOLL FLYING RANCH,GENEVA,FL,USA,28.78193611,-81.15922777
01G,PERRY-WARSAW,PERRY,NY,USA,42.74134861,-78.05214805
01GE,THE FARM,WRIGHTSVILLE,GA,USA,32.67515138,-82.77099533
01ID,LAVA HOT SPRINGS AIRPARK,LAVA HOT SPRINGS,ID,USA,42.6080018,-112.03307902
01IS,WILLIAM E KOENIG,DOW,IL,USA,39.01615833,-90.31816861
01J,HILLIARD AIRPARK,HILLIARD,FL,USA,30.68596666,-81.90634305
01K,CALDWELL MUNI,CALDWELL,KS,USA,37.03661111,-97.58555555
01LA,BARHAM,OAK RIDGE,LA,USA,32.63902694,-91.77373611
01M,TISHOMINGO COUNTY,BELMONT,MS,USA,34.49179138,-88.2012025
01MT,CRYSTAL LAKES RESORT,FORTINE,MT,USA,48.78913194,-114.88043638
01NC,TOPSAIL AIRPARK,HOLLY RIDGE,NC,USA,34.47527777,-77.58138888
01NH,MOORE AIRFIELD,CANAAN,NH,USA,43.64451666,-72.08703055
01NK,GRANVILLE,GRANVILLE,NY,USA,43.42294444,-73.268025
01NM,CHAMPION RANCH,ARTESIA,NM,USA,33.00861111,-104.54027777
01NV,LANTANA RANCH,YERINGTON,NV,USA,38.76388888,-119.02722222
01OL,SPRING CREEK RANCH EAST,TISHOMINGO,OK,USA,34.37256977,-96.71603719
01PA,POWELL KAISER,BOLIVAR,PA,USA,40.36248611,-79.16548055
01PS,NORT'S RESORT,MESHOPPEN,PA,USA,41.59590833,-76.02964444
01SC,YORK,YORK,SC,USA,35.03207944,-81.25277777
01TE,SMITH FLD,FORNEY,TX,USA,32.73762916,-96.42804055
01TN,COLONIAL AIR PARK,COLLIERVILLE,TN,USA,34.99592611,-89.73064
01TS,FORT PARKER FLYING FLD,GROESBECK,TX,USA,31.56525,-96.54609722
01TX,BEULAH FLD,GRAHAM,TX,USA,33.17058055,-98.62222222
01U,DUCKWATER,DUCKWATER,NV,USA,38.85325,-115.63466666
01UT,LA SAL JUNCTION,LA SAL,UT,USA,38.30831944,-109.39650222
01VA,PICKLES,BERRYVILLE,VA,USA,39.125,-77.925
01WY,KEYHOLE,MOORCROFT,WY,USA,44.34720472,-104.81080361
02A,CHILTON COUNTY,CLANTON,AL,USA,32.85048447,-86.61143247
02AA,BAREFOOT,BIG LAKE,AK,USA,61.50666666,-149.91194444
02AK,RUSTIC WILDERNESS,WILLOW,AK,USA,61.87691111,-150.09763888
02AL,BASS FLD,FOLEY,AL,USA,30.37146388,-87.76444444
02AN,EMERALD RIDGE,HOMER,AK,USA,59.7042233,-151.29586905
02AR,MOUNT MORIAH FLD,MURFREESBORO,AR,USA,34.11694444,-93.6965
02C,CAPITOL DRIVE,BROOKFIELD,WI,USA,43.08964136,-88.17944525
02CD,SHANNON FLD,CLARKSDALE,MS,USA,34.12960555,-90.524025
02CL,CONOVER AIR LODGE,FRAZIER PARK,CA,USA,34.76109194,-119.05899305
02CO,MC CULLOUGH,MONTE VISTA,CO,USA,37.64333472,-106.04697
02FA,OSBORN AIRFIELD,GROVELAND,FL,USA,28.52666638,-81.8748
02FD,TRIPLE R RANCH,BAKER,FL,USA,30.95234722,-86.63541666
02G,COLUMBIANA COUNTY,EAST LIVERPOOL,OH,USA,40.67330555,-80.64141666
02GA,DOUG BOLTON FLD,COMMERCE,GA,USA,34.20260805,-83.42904888
02GE,ETOWAH FIELDS,EUHARLEE,GA,USA,34.17527777,-84.92444444
02ID,MORGAN RANCH,CASCADE,ID,USA,44.55545944,-115.30510666
02IN,DIAMOND P FLD,MUNCIE,IN,USA,40.20888888,-85.54083333
02KS,JMJ LANDING,ST MARYS,KS,USA,39.22221888,-96.05527055
02MD,GARNER FLD,BRANDYWINE,MD,USA,38.67254444,-76.70973888
02ME,NADEAU'S AIRFIELD,ACTON,ME,USA,43.5373,-70.92936666
02MI,FAIRPLAINS AIRPARK,GREENVILLE,MI,USA,43.15700277,-85.14892777
02MN,GREGORY,CAMBRIDGE,MN,USA,45.62973611,-93.17497222
02MO,TROY AIRPARK,TROY,MO,USA,39.04626111,-91.02821944
02MS,WATTS FLD,ROCHDALE,MS,USA,34.10010694,-90.84677138
02MT,STEPPLER FLD,CULBERTSON,MT,USA,47.98042777,-104.70893611
02NM,FFR ANIMAS LANDING STRIP,ANIMAS,NM,USA,32.09071,-108.870735
02NV,PAIUTE MEADOWS,WINNEMUCCA,NV,USA,41.30055555,-118.92833333
02OK,BOBBITT,LAMONT,OK,USA,36.61888888,-97.535
02PR,CUYLERS,VEGA BAJA,PR,USA,18.45333333,-66.36694444
02SC,HARPERS,ESTILL,SC,USA,32.75850194,-81.22482472
02T,WISE RIVER,WISE RIVER,MT,USA,45.77002777,-112.98047222
02TN,ELLIS FLD,MURFREESBORO,TN,USA,35.78055555,-86.58416666
02TS,EL TESORO RANCH,CHARLOTTE,TX,USA,28.66264166,-98.72309444
02UT,LUCIN,LUCIN,UT,USA,41.3663125,-113.84306361
02WA,CAWLEYS SOUTH PRAIRIE,SOUTH PRAIRIE,WA,USA,47.15232388,-122.09400277
02WI,BEER,HUDSON,WI,USA,45.03191111,-92.65575638
02WN,FOWLER FLD,TONASKET,WA,USA,48.74583333,-119.31861111
02XA,JLS FARMS,HONEY GROVE,TX,USA,33.59131944,-95.88286388
02XS,SEIDEL RANCH,ELROY,TX,USA,30.14771305,-97.66277916
03AZ,THOMPSON INTL AVIATION,HEREFORD,AZ,USA,31.4334325,-110.08396583
03B,MANSFIELD MUNI,MANSFIELD,MO,USA,37.12677777,-92.62161111
03CO,BLUE WATER,SAGUACHE,CO,USA,38.09791816,-106.08975536
03D,MEMPHIS MEML,MEMPHIS,MO,USA,40.44725,-92.22694444
03FA,LAKE PERSIMMON AIRSTRIP,LAKE PLACID,FL,USA,27.3530975,-81.40812861
03FL,GREENS FARM FLD,CAPE CORAL,FL,USA,26.7054775,-82.05236916
03GA,HIA,STATESBORO,GA,USA,32.56230555,-81.85769444
03IA,FLATLANDER,ELLIOTT,IA,USA,41.14141111,-95.19438055
03ID,FLYING Y RANCH,COUNCIL,ID,USA,44.79432944,-116.53264638
03IL,WIX,MONEE,IL,USA,41.40225527,-87.81671333
03KY,FLYING H FARMS,HENDERSON,KY,USA,37.795904,-87.53879
03MA,HADLEY,HADLEY,MA,USA,42.39314472,-72.55203222
03ME,MAPLE RIDGE,HARRISON,ME,USA,44.08423722,-70.62728277
03MN,NAUERTH LAND RANCH,LAKEFIELD,MN,USA,43.62523833,-95.22472222
03MO,DORTON,RICHMOND,MO,USA,39.28883055,-93.99242222
03MU,MC DONNELL,ARCHIE,MO,USA,38.49194444,-94.41235555
03N,UTIRIK,UTIRIK ISLAND,,MH,11.23333333,169.85
03NC,PILOTS RIDGE,CAROLINA BEACH,NC,USA,34.10433833,-77.90416666
03ND,OLAFSON BROTHERS,EDINBURG,ND,USA,48.62638277,-97.82898333
03NV,LLAMA RANCH,RUBY VALLEY,NV,USA,40.58444444,-115.29777777
03NY,TALMAGE FLD,RIVERHEAD,NY,USA,40.95843166,-72.716765
03OH,GIBBS FLD,FREMONT,OH,USA,41.41838527,-83.01741611
03OK,SAHOMA LAKE,SAPULPA,OK,USA,36.04119722,-96.16138888
03OL,BLUEBIRD,ALEX,OK,USA,35.01233388,-97.702735
03OR,POWWATKA RIDGE,TROY,OR,USA,45.85542194,-117.48434416
03PR,SUN VIEW FLD,BONNER SPRINGS,KS,USA,39.06594722,-94.92170277
03S,SANDY RIVER,SANDY,OR,USA,45.40161111,-122.22869444
03TE,BARRONENA RANCH,HEBBRONVILLE,TX,USA,27.49114444,-98.66946138
03TT,BRAZOS POLO,ORCHARD,TX,USA,29.63211666,-95.93248055
03UT,A Z MINERALS CORPORATION,MEXICAN HAT,UT,USA,37.12083444,-109.98595722
03WA,SPANGLE FLD,SPANGLE,WA,USA,47.40822694,-117.37186361
03WN,AEROSTONE AIRFIELD,GOLDENDALE,WA,USA,45.87545447,-120.67232602
03XS,CREEKSIDE,MERTZON,TX,USA,31.31805555,-100.75416666
04A,FRANK SIKES,LUVERNE,AL,USA,31.73638694,-86.26245463
04AA,FLYING W RANCH,SOLDOTNA,AK,USA,60.53583333,-150.81138888
04AN,NORTH 40,SUTTON,AK,USA,61.73751111,-148.70072361
04AZ,WHITE HILLS,WHITE HILLS,AZ,USA,35.72177638,-114.45053888
04CA,GRAY BUTTE FLD,PALMDALE,CA,USA,34.56664452,-117.67077219
04CL,DESERT WINGS SKY RANCH,JULIAN,CA,USA,33.08171083,-116.44140444
04FA,RICHARDS FLD,HOMESTEAD,FL,USA,25.55871916,-80.51505722
04FL,CROSS CREEK FARMS,ORMOND,FL,USA,29.23942472,-81.222005
04G,LANSDOWNE,YOUNGSTOWN,OH,USA,41.13047222,-80.61958333
04IA,MIDDLEKOOP,PACKWOOD,IA,USA,41.08835027,-92.05462027
04ID,LANHAM FLD,EMMETT,ID,USA,43.87766416,-116.53708055
04IL,FULL THROTTLE,HUDSON,IL,USA,40.63753527,-89.00701888
04IS,VAN GORDER,MANSFIELD,IL,USA,40.17864472,-88.5689525
04KS,KRAEMER AIRFIELD,MINNEOLA,KS,USA,37.39854705,-100.03709419
04KY,NATCHEZ TRACE FARM,HISEVILLE,KY,USA,37.13505361,-85.78941555
04M,CALHOUN COUNTY,PITTSBORO,MS,USA,33.93008333,-89.34327777
04MA,GODDARD,HAVERHILL,MA,USA,42.80981138,-71.13922527
04ME,BEECH HILL,MERCER,ME,USA,44.66672861,-69.89394416
04MI,RAPIDS AIRWAY,EATON RAPIDS,MI,USA,42.53448111,-84.62831305
04MN,HELBLAD,KELLIHER,MN,USA,47.98579222,-94.68691777
04MS,NICKS FLYING SERVICE INC,ROLLING FORK,MS,USA,32.93957166,-90.83732194
04MT,PLUHAR,COHAGEN,MT,USA,47.13749777,-106.488095
04NE,MC CONNELL FLD,SARBEN,NE,USA,41.15999333,-101.2990525
04NJ,EMMANUEL,ELMER,NJ,USA,39.59678111,-75.23351888
04NV,KINGSTON RANCH,SANDY VALLEY,NV,USA,35.75553138,-115.66472805
04NY,KLAVERACK,HUDSON,NY,USA,42.26230916,-73.69623305
04OR,COLLINS LANDING STRIP,MITCHELL,OR,USA,44.74985527,-120.20112888
04TN,HENSLEY AIRPARK,CHUCKEY,TN,USA,36.18333333,-82.67888888
04TT,BRUSHY CREEK RANCH,UTOPIA,TX,USA,29.71369569,-99.54562294
04TX,POCOCK,CHINA SPRING,TX,USA,31.73222222,-97.36888888
04UT,NAVAJO MOUNTAIN,NAVAJO MOUNTAIN TRDNG POST,UT,USA,37.00832972,-110.79513666
04V,SAGUACHE MUNI,SAGUACHE,CO,USA,38.09939444,-106.17432777
04VT,LIGHTNING BOLT FLD,CABOT,VT,USA,44.40111111,-72.26361111
04W,FIELD OF DREAMS,HINCKLEY,MN,USA,46.02286811,-92.89517441
04WA,OX MEADOWS,SPOKANE,WA,USA,47.58183611,-117.4371525
04WI,DUTCH GAP AIRSTRIP,BRISTOL,WI,USA,42.5233525,-88.01674805
04WN,STILLWATER CREEK,ROYAL CITY,WA,USA,46.95835833,-119.63881944
04XA,PECAN FLD,JERMYN,TX,USA,33.28393333,-98.40286111
04Y,HAWLEY MUNI,HAWLEY,MN,USA,46.88377777,-96.35061111
05AK,WASILLA CREEK AIRPARK,PALMER,AK,USA,61.66865416,-149.18733333
05AN,WELTONS AERODROME,FOX,AK,USA,64.96047202,-147.60109194
05AR,OZARK SKIES AIRPARK,KINGSTON,AR,USA,36.00063333,-93.57025
05C,GRIFFITH-MERRILLVILLE,GRIFFITH,IN,USA,41.519841,-87.39950797
05CL,POPE VALLEY,POPE VALLEY,CA,USA,38.61073916,-122.3913675
05CO,RANCHO DE AEREO,MEAD,CO,USA,40.21498388,-104.98442277
05D,NEW TOWN MUNI,NEW TOWN,ND,USA,47.96785416,-102.47811638
05FA,MELANIE'S,FLORALA,FL,USA,30.91888888,-86.21833333
05FL,CHARLTON STRIP,LA BELLE,FL,USA,26.52022222,-81.41022222
05GA,ARK,RICHLAND,GA,USA,32.07138888,-84.71444444
05IA,SPOTTS FLD,NORA SPRINGS,IA,USA,43.13787083,-93.06834166
05ID,RUNNING CREEK RANCH,GRANGEVILLE,ID,USA,45.91408361,-114.83566055
05IL,CLASSIC LANDINGS,BONFIELD,IL,USA,41.16,-88.01666666
05IN,COOPER,BELLEVILLE,IN,USA,39.64199083,-86.50416416
05K,WILDER RUNWAY,PORT ALSWORTH,AK,USA,60.19848083,-154.32304916
05KS,DARBRO FLD,ELK CITY,KS,USA,37.26633888,-95.958975
05KT,HIGH POINT FARM,FRANKFORT,KY,USA,38.18820277,-84.92750277
05KY,CARTERSVILLE,BEREA,KY,USA,37.53555555,-84.40722222
05LA,GREG'S FLYING SERVICE,BASKIN,LA,USA,32.26542083,-91.69792083
05LS,GRASS ROOTS,ALEXANDRIA,LA,USA,31.25222222,-92.47583333
05MD,BREEZECROFT,CHESTERTOWN,MD,USA,39.2442188,-76.19867144
05ME,DRISKO KELLEY,JONESBORO,ME,USA,44.65702166,-67.55916
05MO,JETSETTER OUTDOORS,EDINA,MO,USA,40.17201944,-92.21250833
05MT,JONES LANDING,BELGRADE,MT,USA,45.81662777,-111.15214166
05N,SOUTH OAKS AERODROME,WINTERVILLE,NC,USA,35.48218472,-77.3557743
05NC,DEAD COW FLD,BEAUFORT,NC,USA,34.75944444,-76.64472222
05NE,MC KAY,SPALDING,NE,USA,41.72223305,-98.30895833
05NR,FOX FLD,MEBANE,NC,USA,36.16841527,-79.27690819
05NV,BAKER RANCHES,BAKER,NV,USA,39.02583333,-114.095
05OH,EAGLECREST FLD,CONESVILLE,OH,USA,40.18466666,-81.920625
05OI,DORLON AIRPARK,COLUMBIA STATION,OH,USA,41.28838527,-81.96263944
05OK,MUNCY,HYDRO,OK,USA,35.47136388,-98.54170833
05OR,6 RANCH,ENTERPRISE,OR,USA,45.44425,-117.34730555
05PS,MILLS BROTHERS,BURNT CABINS,PA,USA,40.14277777,-77.86194444
05S,VERNONIA MUNI,VERNONIA,OR,USA,45.85210625,-123.2428693
05TA,BRANDES AIR FLD,SEALY,TX,USA,29.80908055,-96.26396388
05TE,HILDE-GRIFF FLD,GEORGETOWN,TX,USA,30.72213333,-97.7914025
05TS,DEW DROP,JUSTIN,TX,USA,33.1292875,-97.35863055
05TX,CIRCLE 'A' RANCH,BLUM,TX,USA,32.12916666,-97.40416666
05U,EUREKA,EUREKA,NV,USA,39.60375,-116.00361111
05UT,SAND COVE RANCH,VEYO,UT,USA,37.28808405,-113.69694422
05V,BLANCA,BLANCA,CO,USA,37.41111916,-105.55168
05VA,PROVIDENCE,FARMVILLE,VA,USA,37.22416666,-78.41861111
05WI,AMES PRIVATE,DARIEN,WI,USA,42.65112444,-88.74593861
05WN,FLAT CREEK FLD,KETTLE FALLS,WA,USA,48.70222222,-118.0475
05XS,JOHNSON MEML,WILMOT,AR,USA,33.0785,-91.56183333
05Y,HENNING MUNI,HENNING,MN,USA,46.30398888,-95.44225833
06A,MOTON FLD MUNI,TUSKEGEE,AL,USA,32.46047222,-85.68002777
06AA,TWISTED SISTERS,STERLING,AK,USA,60.54013888,-150.81361111
06AK,JUNE LAKE AIRPARK,WASILLA,AK,USA,61.62761944,-149.57533055
06AN,NIESEN AIRSTRIP,NIKISKI,AK,USA,60.7338195,-151.213594
06AR,CY BOND MEML,HIGDEN,AR,USA,35.54452194,-92.18487444
06C,SCHAUMBURG RGNL,CHICAGO/SCHAUMBURG,IL,USA,41.98934083,-88.10124277
06CO,JECAN,BRANSON,CO,USA,37.38751388,-103.69106111
06D,ROLLA MUNI/LEONARD KRECH FLD,ROLLA,ND,USA,48.88441722,-99.62092666
06FA,WILLIAM P GWINN,JUPITER,FL,USA,26.90815305,-80.32841402
06FD,GRASS ROOTS AIRPARK,MASCOTTE,FL,USA,28.64166666,-81.885
06IA,RICH FLD,WALFORD,IA,USA,41.84014166,-91.83441388
06ID,LARKIN,KUNA,ID,USA,43.462665,-116.35900833
06IL,HUMM,EARLVILLE,IL,USA,41.59952777,-88.86994444
06IS,SINELE STRIP,NAUVOO,IL,USA,40.54643166,-91.27431583
06M,EUPORA,EUPORA,MS,USA,33.53483333,-89.31311111
06MO,NOAHS ARK,WALDRON,MO,USA,39.23087638,-94.80153611
06MT,TORGERSON,ETHRIDGE,MT,USA,48.55831722,-112.10920361
06N,RANDALL,MIDDLETOWN,NY,USA,41.43191194,-74.39156083
06NC,TAILWINDS,ST. PAULS,NC,USA,34.8275,-78.93027777
06NH,COLE FARM,KENSINGTON,NH,USA,42.92842222,-70.97311111
06NV,SILVER CREEK,BAKER,NV,USA,39.09833333,-114.15027777
06NY,MURPHY FLD,AUBURN,NY,USA,42.84277777,-76.44527777
06OH,HAL JOY AIRFIELD,WILLIAMSFIELD,OH,USA,41.50977611,-80.59118583
06OI,GREEN ACRES,NEW LEBANON,OH,USA,39.73477805,-84.38222222
06PA,FREEFALL OZ,CERES,PA,USA,41.996,-78.2865
06TA,GLASER FLD,BUCKHOLTS,TX,USA,30.90852027,-97.11693638
06TE,CAVOK AIRPARK,CLEVELAND,TX,USA,30.31295833,-95.02728472
06TN,HUNTER,COLUMBIA,TN,USA,35.69729138,-86.9569475
06TS,M SANSOM RANCH,PAINT ROCK,TX,USA,31.42159166,-99.836575
06TT,6 MILE AIRPARK,FORT MCKAVETT,TX,USA,30.86002361,-100.20199583
06TX,DIAMOND N RANCH,HOCKLEY,TX,USA,30.05755,-95.81289444
06U,JACKPOT/HAYDEN FLD,JACKPOT,NV,USA,41.97583083,-114.65801555
06VA,MOUNT HOREB FLD,GROTTOES,VA,USA,38.24901861,-78.85530333
06WI,LAZY RIVER,WAUSAUKEE,WI,USA,45.40276111,-87.85731666
06WN,WESTERN AIRPARK,YELM,WA,USA,46.92498472,-122.55303888
06XA,J & W WINDY HILL,VAN ALSTYNE,TX,USA,33.44598333,-96.57079722
06XS,CAMPBELL FLD,AUBREY,TX,USA,33.32472222,-97.04416666
06Y,HERMAN MUNI,HERMAN,MN,USA,45.82996055,-96.16061444
07A,FRANKLIN FLD,UNION SPRINGS,AL,USA,32.1675925,-85.81119666
07AA,PAN LAKE STRIP,WILLOW,AK,USA,61.69596388,-149.95490277
07AN,BRO MAJORS AIRFIELD,TRAPPER CREEK,AK,USA,62.82555586,-149.91080747
07AR,MORRILTON,MORRILTON,AR,USA,35.1945275,-92.80016611
07CL,RICHVALE,RICHVALE,CA,USA,39.49766361,-121.77136472
07CO,COMANCHE CREEK,KIOWA,CO,USA,39.26361111,-104.42694444
07F,GLADEWATER MUNI,GLADEWATER,TX,USA,32.52883333,-94.97175
07FA,OCEAN REEF CLUB,KEY LARGO,FL,USA,25.32430694,-80.27572916
07GA,ALCOVY,COVINGTON,GA,USA,33.675,-83.76305555
07GE,POPE PATE FLD,OCILLA,GA,USA,31.55566166,-83.27848958
07IA,HOSKINS LANDING,SHAMBAUGH,IA,USA,40.6478875,-95.02135
07ID,SHEPARD STRIP,OLDTOWN,ID,USA,48.14921,-116.99801333
07IN,GRAY,BOGGSTOWN,IN,USA,39.57365888,-85.91387055
07K,CENTRAL CITY MUNI/LARRY REINEKE FLD,CENTRAL CITY,NE,USA,41.1115613,-98.05133561
07KS,HEAPE FLD,AUGUSTA,KS,USA,37.73418388,-96.93670083
07KY,BLUE LICK,LOUISVILLE,KY,USA,38.0806225,-85.6932925
07LA,RICHMOND PLANTATION,FOREST HILL,LA,USA,31.053,-92.632875
07MD,BAUGHER'S ORCHARD,WESTMINSTER,MD,USA,39.60904722,-77.04799722
07MO,LAKE SEXTON,WARRENSBURG,MO,USA,38.65001472,-93.61687944
07MT,GLASGOW INDUSTRIAL,GLASGOW,MT,USA,48.42109508,-106.52771588
07N,BERMUDIAN VALLEY AIRPARK,KRALLTOWN,PA,USA,40.01676166,-77.00386666
07NC,HAWKS MEADOW,WAXHAW,NC,USA,34.83320416,-80.75117833
07NV,BORDER LINE FARM,BAKER,NV,USA,39.10222222,-114.05333333
07OK,PLEASANT VALLEY,SNYDER,OK,USA,34.63340472,-99.03368861
07PA,DREAM AIR,ALBION,PA,USA,41.85308055,-80.4072
07PN,FOLMAR,GRASSFLAT,PA,USA,40.99888888,-78.12527777
07R,BISHOP-WINDHAM,BISHOP,TX,USA,27.61016666,-97.75252777
07S,BEAUMONT HOTEL,BEAUMONT,KS,USA,37.65930416,-96.52769166
07TA,SALAIKA AVIATION,DANBURY,TX,USA,29.24051944,-95.34465833
07TE,PEAK 7 RANCH,GAINESVILLE,TX,USA,33.54407611,-97.03158708
07TS,CROSS COUNTRY ESTATES MARSHALL FLD,GEORGETOWN,TX,USA,30.625,-97.57277777
07UT,E NORTHROP GRUMMAN,HOWELL,UT,USA,41.71666666,-112.44722222
07V,CUCHARA VALLEY AT LA VETA,LA VETA,CO,USA,37.52382444,-105.00926861
07VA,ALPHA HOTEL,CLOVER,VA,USA,36.81958361,-78.78306222
07VT,MEADOW,JERICHO,VT,USA,44.44722222,-72.91472222
07Y,HILL CITY/QUADNA MOUNTAIN,HILL CITY,MN,USA,46.955895,-93.59744288
08A,WETUMPKA MUNI,WETUMPKA,AL,USA,32.52733333,-86.33102777
08AK,FISHER,BIG LAKE,AK,USA,61.56963888,-149.72443888
08AN,BASE CAMP AIRSTRIP,PALMER,AK,USA,61.70429455,-149.21250577
08AR,GARRISON,ASHDOWN,AR,USA,33.72361111,-94.14527777
08B,MERRYMEETING FLD,BOWDOINHAM,ME,USA,44,-69.88713888
08C,RIVERVIEW,JENISON,MI,USA,42.93672263,-85.8057525
08CL,KISTLER RANCH,JAMESTOWN,CA,USA,37.85964916,-120.55436638
08CO,TERRA FIRMA,RUSH,CO,USA,38.73247222,-104.04133333
08D,STANLEY MUNI,STANLEY,ND,USA,48.30138638,-102.40806027
08F,CITY OF COALGATE,COALGATE,OK,USA,34.53175888,-96.23305388
08FA,DUDA AIRSTRIP,LA BELLE,FL,USA,26.57979472,-81.48368861
08FD,SUNNILAND RANCH,OKEECHOBEE,FL,USA,27.36309833,-80.7726
08FL,J H HENDRIE FARMS,LAKE PLACID,FL,USA,27.08449694,-81.32868333
08GA,SAPELO ISLAND,DARIEN,GA,USA,31.42578027,-81.28592888
08ID,SYMMS,MARSING,ID,USA,43.56932527,-116.776805
08IL,MARSHALL FARMS,CORTLAND,IL,USA,41.86038333,-88.65574166
08K,HARVARD STATE,HARVARD,NE,USA,40.65133333,-98.07988888
08KS,ALDERSON,BENNINGTON,KS,USA,39.0343875,-97.57999861
08KY,BOSS,BURNSIDE,KY,USA,36.97308888,-84.62603611
08LL,SAUER,DWIGHT,IL,USA,41.07527777,-88.48916666
08LS,AELERON,GRAND COTEAU,LA,USA,30.40925,-92.03316666
08M,CARTHAGE-LEAKE COUNTY,CARTHAGE,MS,USA,32.76158333,-89.53038888
08ME,LINDBERGH,AVON,ME,USA,44.81422388,-70.34534361
08MO,TWIN OAKS,JASPER,MO,USA,37.39560555,-94.28383611
08MS,MIDSOUTH AIRPARK,COLDWATER,MS,USA,34.66222222,-89.86833333
08MT,MATOVICH,GRASS RANGE,MT,USA,47.06386277,-108.81736916
08N,KELLER BROTHERS,LEBANON,PA,USA,40.29155138,-76.32874722
08ND,BRECHT STRIP,GOLDEN VALLEY,ND,USA,47.32306388,-102.09767305
08NR,BELL MOUNTAIN,ZIRCONIA,NC,USA,35.21777777,-82.42611111
08NY,MD1,MIDDLETOWN,NY,USA,41.36726061,-74.51893441
